user_id,event_date,category,device,event_type,order_value,returned
U100324,2025-04-24,Western Wear,Mobile Web,add_to_cart,,
U100324,2025-04-24,Western Wear,Mobile Web,checkout,,
U100324,2025-04-24,Western Wear,Mobile Web,purchase,1860.16,0.0
U100324,2025-10-14,Ethnic Wear,Mobile Web,view,,
U100324,2025-02-08,Beauty,Mobile App,view,,
U100324,2025-02-08,Beauty,Mobile App,add_to_cart,,
U100324,2025-02-09,Beauty,Mobile Web,view,,
U100325,2025-08-17,Kids,Mobile App,view,,
U100325,2025-10-03,Beauty,Mobile App,view,,
U100325,2025-03-21,Accessories,Mobile App,view,,
U100325,2025-03-18,Accessories,Mobile App,view,,
U100325,2025-03-18,Accessories,Mobile App,add_to_cart,,
U100325,2025-03-18,Accessories,Mobile App,checkout,,
U100325,2025-03-18,Accessories,Mobile App,purchase,2639.55,0.0
U100326,2025-10-12,Accessories,Mobile App,view,,
U100326,2025-11-14,Beauty,Mobile App,view,,
U100326,2025-11-14,Beauty,Mobile App,add_to_cart,,
U100326,2025-10-11,Beauty,Desktop,view,,
U100326,2025-10-11,Beauty,Desktop,add_to_cart,,
U100326,2025-10-11,Beauty,Desktop,checkout,,
U100326,2025-10-11,Beauty,Desktop,purchase,1128.38,0.0
U100327,2025-09-26,Kids,Desktop,view,,
U100327,2025-11-01,Ethnic Wear,Mobile App,view,,
U100327,2025-07-13,Ethnic Wear,Mobile App,view,,
U100327,2025-08-06,Western Wear,Desktop,view,,
U100327,2025-08-06,Western Wear,Desktop,add_to_cart,,
U100328,2025-08-17,Beauty,Mobile App,view,,
U100328,2025-09-03,Footwear,Mobile App,view,,
U100328,2025-04-04,Accessories,Mobile Web,view,,
U100328,2025-04-21,Accessories,Desktop,view,,
U100329,2025-07-27,Western Wear,Desktop,view,,
U100329,2025-11-15,Footwear,Mobile App,view,,
U100330,2025-09-08,Footwear,Mobile Web,view,,
U100330,2025-10-07,Kids,Mobile App,view,,
U100330,2025-10-15,Kids,Mobile Web,view,,
U100331,2025-12-13,Beauty,Mobile App,view,,
U100331,2025-12-13,Beauty,Mobile App,add_to_cart,,
U100331,2025-12-13,Beauty,Mobile App,checkout,,
U100331,2025-11-14,Beauty,Mobile Web,view,,
U100331,2025-11-21,Footwear,Mobile App,view,,
U100332,2025-08-02,Accessories,Mobile Web,view,,
U100332,2025-12-20,Beauty,Desktop,view,,
U100332,2025-12-20,Beauty,Desktop,add_to_cart,,
U100332,2025-09-10,Ethnic Wear,Mobile App,view,,
U100333,2025-02-02,Accessories,Mobile App,view,,
U100333,2025-02-02,Accessories,Mobile App,add_to_cart,,
U100333,2025-02-02,Accessories,Mobile App,checkout,,
U100333,2025-02-02,Accessories,Mobile App,purchase,1231.69,0.0
U100333,2025-03-03,Footwear,Mobile App,view,,
U100333,2025-02-03,Kids,Mobile App,view,,
U100334,2025-08-09,Western Wear,Mobile App,view,,
U100334,2025-08-09,Western Wear,Mobile App,add_to_cart,,
U100334,2025-08-09,Western Wear,Mobile App,checkout,,
U100334,2025-08-09,Western Wear,Mobile App,purchase,2303.57,0.0
U100334,2025-07-17,Accessories,Mobile App,view,,
U100334,2025-07-17,Accessories,Mobile App,add_to_cart,,
U100334,2025-07-29,Ethnic Wear,Desktop,view,,
U100334,2025-07-29,Ethnic Wear,Desktop,add_to_cart,,
U100334,2025-11-06,Accessories,Mobile App,view,,
U100335,2025-12-24,Ethnic Wear,Mobile Web,view,,
U100335,2025-12-24,Ethnic Wear,Mobile Web,add_to_cart,,
U100335,2025-12-24,Ethnic Wear,Mobile Web,checkout,,
U100335,2025-12-24,Ethnic Wear,Mobile Web,purchase,916.54,0.0
U100336,2025-08-11,Footwear,Mobile App,view,,
U100336,2025-12-01,Western Wear,Desktop,view,,
U100336,2025-12-01,Western Wear,Desktop,add_to_cart,,
U100336,2025-12-01,Western Wear,Desktop,checkout,,
U100336,2025-12-01,Western Wear,Desktop,purchase,2200.48,1.0
U100336,2025-05-11,Western Wear,Desktop,view,,
U100337,2025-12-17,Kids,Mobile App,view,,
U100337,2025-12-17,Kids,Mobile App,add_to_cart,,
U100337,2025-12-17,Kids,Mobile App,checkout,,
U100337,2025-12-17,Kids,Mobile App,purchase,1438.59,0.0
U100337,2025-12-07,Beauty,Mobile App,view,,
U100338,2025-12-17,Beauty,Mobile App,view,,
U100338,2025-12-27,Western Wear,Desktop,view,,
U100338,2025-12-30,Beauty,Mobile App,view,,
U100338,2025-12-30,Beauty,Mobile App,add_to_cart,,
U100338,2025-12-30,Beauty,Mobile App,checkout,,
U100338,2025-12-30,Beauty,Mobile App,purchase,1727.81,0.0
U100338,2025-12-16,Kids,Mobile App,view,,
U100339,2025-11-26,Beauty,Mobile App,view,,
U100339,2025-11-04,Footwear,Mobile Web,view,,
U100339,2025-12-23,Accessories,Desktop,view,,
U100339,2025-12-23,Accessories,Desktop,add_to_cart,,
U100340,2025-08-22,Ethnic Wear,Desktop,view,,
U100340,2025-08-22,Ethnic Wear,Desktop,add_to_cart,,
U100340,2025-08-02,Beauty,Mobile App,view,,
U100341,2025-07-14,Ethnic Wear,Mobile App,view,,
U100341,2025-09-07,Footwear,Mobile Web,view,,
U100341,2025-09-07,Footwear,Mobile Web,add_to_cart,,
U100341,2025-09-07,Footwear,Mobile Web,checkout,,
U100341,2025-09-07,Footwear,Mobile Web,purchase,889.04,0.0
U100342,2025-10-15,Footwear,Mobile App,view,,
U100342,2025-11-04,Footwear,Mobile Web,view,,
U100342,2025-08-06,Beauty,Mobile App,view,,
U100343,2025-12-12,Footwear,Mobile App,view,,
U100343,2025-12-12,Footwear,Mobile App,add_to_cart,,
U100343,2025-12-27,Western Wear,Desktop,view,,
U100343,2025-10-11,Western Wear,Mobile App,view,,
U100343,2025-10-11,Western Wear,Mobile App,add_to_cart,,
U100343,2025-10-11,Western Wear,Mobile App,checkout,,
U100343,2025-10-11,Western Wear,Mobile App,purchase,2688.5,0.0
U100343,2025-11-09,Kids,Mobile App,view,,
U100343,2025-07-30,Kids,Mobile App,view,,
U100343,2025-10-21,Ethnic Wear,Mobile App,view,,
U100343,2025-09-26,Ethnic Wear,Mobile App,view,,
U100344,2025-09-15,Ethnic Wear,Mobile App,view,,
U100344,2025-05-30,Beauty,Mobile Web,view,,
U100344,2025-05-30,Beauty,Mobile Web,add_to_cart,,
U100344,2025-05-30,Beauty,Mobile Web,checkout,,
U100344,2025-05-30,Beauty,Mobile Web,purchase,2373.44,0.0
U100345,2025-07-31,Kids,Mobile App,view,,
U100345,2025-07-31,Kids,Mobile App,add_to_cart,,
U100346,2025-09-20,Western Wear,Mobile App,view,,
U100346,2025-09-20,Western Wear,Mobile App,add_to_cart,,
U100346,2025-09-20,Western Wear,Mobile App,checkout,,
U100346,2025-09-20,Western Wear,Mobile App,purchase,600.7,0.0
U100346,2025-10-15,Accessories,Mobile App,view,,
U100346,2025-10-15,Accessories,Mobile App,add_to_cart,,
U100346,2025-10-15,Accessories,Mobile App,checkout,,
U100346,2025-10-15,Accessories,Mobile App,purchase,3103.41,0.0
U100347,2025-06-21,Ethnic Wear,Mobile App,view,,
U100347,2025-06-21,Ethnic Wear,Mobile App,add_to_cart,,
U100347,2025-08-21,Beauty,Desktop,view,,
U100347,2025-08-21,Beauty,Desktop,add_to_cart,,
U100347,2025-08-21,Beauty,Desktop,checkout,,
U100347,2025-08-21,Beauty,Desktop,purchase,1043.91,0.0
U100347,2025-12-19,Footwear,Mobile App,view,,
U100348,2025-11-23,Western Wear,Mobile App,view,,
U100348,2025-12-19,Accessories,Desktop,view,,
U100348,2025-12-19,Accessories,Desktop,add_to_cart,,
U100348,2025-12-19,Accessories,Desktop,checkout,,
U100348,2025-12-19,Accessories,Desktop,purchase,1079.59,0.0
U100348,2025-09-20,Accessories,Mobile App,view,,
U100349,2025-11-22,Accessories,Desktop,view,,
U100349,2025-12-08,Ethnic Wear,Mobile App,view,,
U100349,2025-12-08,Western Wear,Desktop,view,,
U100349,2025-12-28,Beauty,Mobile App,view,,
U100349,2025-12-02,Ethnic Wear,Mobile App,view,,
U100349,2025-12-02,Ethnic Wear,Mobile App,add_to_cart,,
U100349,2025-12-02,Ethnic Wear,Mobile App,checkout,,
U100349,2025-12-02,Ethnic Wear,Mobile App,purchase,1517.4,0.0
U100350,2025-07-05,Accessories,Mobile App,view,,
U100350,2025-12-25,Kids,Mobile App,view,,
U100350,2025-08-27,Kids,Mobile App,view,,
U100351,2025-04-02,Accessories,Mobile Web,view,,
U100352,2025-12-28,Kids,Mobile App,view,,
U100353,2025-12-01,Accessories,Mobile Web,view,,
U100353,2025-12-23,Kids,Mobile App,view,,
U100353,2025-11-11,Beauty,Mobile App,view,,
U100353,2025-11-11,Beauty,Mobile App,add_to_cart,,
U100353,2025-11-11,Beauty,Mobile App,checkout,,
U100353,2025-11-11,Beauty,Mobile App,purchase,1601.59,0.0
U100353,2025-09-21,Footwear,Mobile App,view,,
U100353,2025-08-21,Beauty,Mobile App,view,,
U100353,2025-09-07,Ethnic Wear,Mobile App,view,,
U100353,2025-09-07,Ethnic Wear,Mobile App,add_to_cart,,
U100353,2025-09-07,Ethnic Wear,Mobile App,checkout,,
U100353,2025-09-07,Ethnic Wear,Mobile App,purchase,2477.16,0.0
U100353,2025-10-08,Ethnic Wear,Mobile App,view,,
U100354,2025-09-07,Kids,Desktop,view,,
U100354,2025-09-07,Kids,Desktop,add_to_cart,,
U100354,2025-06-15,Beauty,Mobile App,view,,
U100354,2025-06-15,Beauty,Mobile App,add_to_cart,,
U100354,2025-06-15,Beauty,Mobile App,checkout,,
U100354,2025-06-15,Beauty,Mobile App,purchase,4306.87,0.0
U100354,2025-06-22,Western Wear,Mobile App,view,,
U100354,2025-06-22,Western Wear,Mobile App,add_to_cart,,
U100354,2025-06-22,Western Wear,Mobile App,checkout,,
U100354,2025-06-22,Western Wear,Mobile App,purchase,2076.29,0.0
U100354,2025-08-08,Accessories,Mobile Web,view,,
U100354,2025-07-28,Western Wear,Mobile App,view,,
U100354,2025-07-28,Western Wear,Mobile App,add_to_cart,,
U100355,2025-11-11,Kids,Mobile App,view,,
U100355,2025-11-11,Kids,Mobile App,add_to_cart,,
U100355,2025-10-04,Beauty,Mobile App,view,,
U100355,2025-02-27,Accessories,Mobile App,view,,
U100355,2025-08-20,Kids,Mobile App,view,,
U100355,2025-08-20,Kids,Mobile App,add_to_cart,,
U100355,2025-08-20,Kids,Mobile App,checkout,,
U100355,2025-03-01,Accessories,Mobile App,view,,
U100356,2025-11-29,Beauty,Mobile App,view,,
U100356,2025-11-26,Western Wear,Mobile App,view,,
U100356,2025-12-25,Ethnic Wear,Mobile App,view,,
U100356,2025-12-25,Ethnic Wear,Mobile App,add_to_cart,,
U100356,2025-11-29,Accessories,Mobile App,view,,
U100357,2025-12-26,Western Wear,Mobile App,view,,
U100357,2025-12-26,Western Wear,Mobile App,add_to_cart,,
U100357,2025-12-28,Beauty,Mobile App,view,,
U100357,2025-12-28,Beauty,Mobile App,add_to_cart,,
U100357,2025-12-27,Kids,Mobile App,view,,
U100357,2025-12-30,Ethnic Wear,Mobile App,view,,
U100357,2025-12-30,Ethnic Wear,Mobile App,add_to_cart,,
U100357,2025-12-30,Ethnic Wear,Mobile App,checkout,,
U100357,2025-12-30,Ethnic Wear,Mobile App,purchase,1973.49,0.0
U100358,2025-12-29,Western Wear,Mobile Web,view,,
U100358,2025-12-13,Kids,Mobile Web,view,,
U100359,2025-11-25,Accessories,Mobile App,view,,
U100359,2025-11-25,Accessories,Mobile App,add_to_cart,,
U100359,2025-11-25,Accessories,Mobile App,checkout,,
U100359,2025-11-07,Footwear,Mobile Web,view,,
U100359,2025-11-07,Footwear,Mobile Web,add_to_cart,,
U100359,2025-11-07,Footwear,Mobile Web,checkout,,
U100359,2025-11-07,Footwear,Mobile Web,purchase,1505.38,0.0
U100359,2025-11-04,Beauty,Mobile Web,view,,
U100361,2025-10-15,Western Wear,Mobile App,view,,
U100361,2025-11-10,Footwear,Mobile App,view,,
U100361,2025-12-08,Footwear,Mobile App,view,,
U100361,2025-11-09,Ethnic Wear,Desktop,view,,
U100361,2025-11-09,Ethnic Wear,Desktop,add_to_cart,,
U100361,2025-11-09,Ethnic Wear,Desktop,checkout,,
U100361,2025-11-09,Ethnic Wear,Desktop,purchase,661.2,0.0
U100361,2025-12-29,Footwear,Mobile Web,view,,
U100361,2025-12-21,Beauty,Mobile App,view,,
U100361,2025-12-21,Beauty,Mobile App,add_to_cart,,
U100362,2025-12-28,Kids,Mobile App,view,,
U100362,2025-12-28,Kids,Mobile App,add_to_cart,,
U100362,2025-12-28,Kids,Mobile App,checkout,,
U100362,2025-12-28,Kids,Mobile App,purchase,1699.77,0.0
U100362,2025-12-15,Ethnic Wear,Mobile App,view,,
U100362,2025-12-30,Kids,Mobile App,view,,
U100362,2025-12-30,Kids,Mobile App,add_to_cart,,
U100362,2025-12-30,Kids,Mobile App,checkout,,
U100362,2025-12-30,Kids,Mobile App,purchase,867.17,0.0
U100363,2025-09-15,Footwear,Mobile App,view,,
U100363,2025-09-15,Footwear,Mobile App,add_to_cart,,
U100363,2025-09-21,Western Wear,Mobile Web,view,,
U100364,2025-10-20,Western Wear,Mobile App,view,,
U100364,2025-07-12,Beauty,Mobile App,view,,
U100364,2025-07-12,Beauty,Mobile App,add_to_cart,,
U100364,2025-07-12,Beauty,Mobile App,checkout,,
U100364,2025-07-12,Beauty,Mobile App,purchase,1030.05,0.0
U100364,2025-10-18,Beauty,Mobile App,view,,
U100364,2025-10-13,Beauty,Mobile App,view,,
U100365,2025-08-29,Footwear,Mobile App,view,,
U100365,2025-09-17,Accessories,Desktop,view,,
U100365,2025-09-17,Accessories,Desktop,add_to_cart,,
U100365,2025-09-17,Accessories,Desktop,checkout,,
U100365,2025-09-17,Accessories,Desktop,purchase,2502.54,0.0
U100365,2025-07-11,Western Wear,Mobile App,view,,
U100365,2025-10-31,Beauty,Mobile App,view,,
U100365,2025-10-31,Beauty,Mobile App,add_to_cart,,
U100365,2025-10-31,Beauty,Mobile App,checkout,,
U100365,2025-10-31,Beauty,Mobile App,purchase,2705.82,0.0
U100365,2025-08-14,Western Wear,Mobile App,view,,
U100365,2025-10-18,Accessories,Mobile Web,view,,
U100366,2025-12-27,Accessories,Mobile App,view,,
U100366,2025-10-05,Beauty,Mobile Web,view,,
U100367,2025-07-28,Accessories,Mobile App,view,,
U100367,2025-05-12,Kids,Mobile App,view,,
U100367,2025-10-06,Footwear,Mobile App,view,,
U100367,2025-10-06,Footwear,Mobile App,add_to_cart,,
U100367,2025-07-08,Ethnic Wear,Mobile Web,view,,
U100367,2025-11-27,Ethnic Wear,Mobile App,view,,
U100367,2025-11-27,Ethnic Wear,Mobile App,add_to_cart,,
U100367,2025-11-27,Ethnic Wear,Mobile App,checkout,,
U100367,2025-11-27,Ethnic Wear,Mobile App,purchase,1843.83,0.0
U100367,2025-08-29,Western Wear,Mobile App,view,,
U100367,2025-08-29,Western Wear,Mobile App,add_to_cart,,
U100368,2025-11-21,Kids,Mobile App,view,,
U100368,2025-12-08,Kids,Mobile App,view,,
U100368,2025-11-22,Ethnic Wear,Mobile App,view,,
U100369,2025-09-28,Ethnic Wear,Mobile Web,view,,
U100369,2025-09-28,Ethnic Wear,Mobile Web,add_to_cart,,
U100369,2025-09-28,Ethnic Wear,Mobile Web,checkout,,
U100369,2025-09-28,Ethnic Wear,Mobile Web,purchase,2428.81,0.0
U100370,2025-12-26,Beauty,Mobile Web,view,,
U100371,2025-12-15,Western Wear,Mobile Web,view,,
U100371,2025-05-03,Beauty,Desktop,view,,
U100371,2025-04-24,Kids,Mobile Web,view,,
U100371,2025-04-24,Kids,Mobile Web,add_to_cart,,
U100371,2025-04-24,Kids,Mobile Web,checkout,,
U100371,2025-04-24,Kids,Mobile Web,purchase,692.75,0.0
U100372,2025-07-11,Beauty,Mobile Web,view,,
U100372,2025-08-11,Western Wear,Mobile App,view,,
U100372,2025-09-02,Accessories,Mobile Web,view,,
U100373,2025-09-05,Ethnic Wear,Mobile App,view,,
U100373,2025-11-24,Western Wear,Desktop,view,,
U100373,2025-11-29,Ethnic Wear,Mobile App,view,,
U100373,2025-11-29,Ethnic Wear,Mobile App,add_to_cart,,
U100374,2025-05-23,Kids,Mobile App,view,,
U100374,2025-11-20,Ethnic Wear,Mobile App,view,,
U100374,2025-12-01,Footwear,Mobile App,view,,
U100374,2025-12-01,Footwear,Mobile App,add_to_cart,,
U100374,2025-12-01,Footwear,Mobile App,checkout,,
U100374,2025-03-03,Footwear,Mobile App,view,,
U100374,2025-09-06,Kids,Mobile App,view,,
U100374,2025-09-06,Kids,Mobile App,add_to_cart,,
U100375,2025-12-30,Kids,Mobile Web,view,,
U100375,2025-12-30,Kids,Mobile App,view,,
U100375,2025-12-30,Kids,Mobile App,add_to_cart,,
U100375,2025-12-30,Kids,Mobile App,checkout,,
U100375,2025-12-30,Kids,Mobile App,purchase,1343.08,1.0
U100375,2025-12-21,Beauty,Mobile App,view,,
U100376,2025-12-09,Footwear,Mobile App,view,,
U100377,2025-11-26,Beauty,Mobile App,view,,
U100378,2025-12-22,Kids,Mobile App,view,,
U100378,2025-12-19,Accessories,Desktop,view,,
U100378,2025-11-12,Western Wear,Mobile App,view,,
U100379,2025-12-01,Accessories,Desktop,view,,
U100379,2025-12-01,Accessories,Desktop,add_to_cart,,
U100379,2025-12-14,Kids,Mobile App,view,,
U100379,2025-12-14,Kids,Mobile App,add_to_cart,,
U100379,2025-11-19,Accessories,Mobile App,view,,
U100379,2025-11-19,Accessories,Mobile App,add_to_cart,,
U100379,2025-11-19,Accessories,Mobile App,checkout,,
U100379,2025-11-19,Accessories,Mobile App,purchase,1680.2,0.0
U100379,2025-12-02,Ethnic Wear,Desktop,view,,
U100379,2025-12-17,Accessories,Mobile App,view,,
U100379,2025-12-09,Ethnic Wear,Mobile App,view,,
U100379,2025-12-09,Ethnic Wear,Mobile App,add_to_cart,,
U100380,2025-08-28,Western Wear,Desktop,view,,
U100380,2025-08-28,Western Wear,Desktop,add_to_cart,,
U100380,2025-04-29,Western Wear,Mobile App,view,,
U100380,2025-04-11,Ethnic Wear,Desktop,view,,
U100380,2025-04-14,Kids,Mobile App,view,,
U100380,2025-10-03,Accessories,Mobile Web,view,,
U100380,2025-10-03,Accessories,Mobile Web,add_to_cart,,
U100380,2025-10-03,Accessories,Mobile Web,checkout,,
U100380,2025-10-03,Accessories,Mobile Web,purchase,1381.29,0.0
U100380,2025-07-17,Ethnic Wear,Mobile App,view,,
U100381,2025-11-28,Accessories,Mobile App,view,,
U100381,2025-06-28,Footwear,Mobile App,view,,
U100381,2025-08-18,Kids,Mobile App,view,,
U100381,2025-09-30,Western Wear,Mobile App,view,,
U100382,2025-03-22,Beauty,Mobile Web,view,,
U100382,2025-03-22,Beauty,Mobile Web,add_to_cart,,
U100382,2025-12-28,Accessories,Desktop,view,,
U100382,2025-12-28,Accessories,Desktop,add_to_cart,,
U100383,2025-12-20,Accessories,Mobile App,view,,
U100383,2025-12-20,Accessories,Mobile App,add_to_cart,,
U100383,2025-12-20,Accessories,Mobile App,checkout,,
U100383,2025-12-08,Kids,Mobile App,view,,
U100383,2025-12-08,Kids,Mobile App,add_to_cart,,
U100383,2025-12-08,Kids,Mobile App,checkout,,
U100383,2025-12-08,Kids,Mobile App,purchase,725.74,1.0
U100384,2025-10-27,Kids,Mobile Web,view,,
U100384,2025-10-27,Kids,Mobile Web,add_to_cart,,
U100384,2025-10-27,Kids,Mobile Web,checkout,,
U100384,2025-10-27,Kids,Mobile Web,purchase,1445.6,0.0
U100384,2025-09-27,Accessories,Mobile App,view,,
U100384,2025-09-28,Accessories,Mobile App,view,,
U100384,2025-09-28,Accessories,Mobile App,add_to_cart,,
U100384,2025-10-03,Beauty,Mobile App,view,,
U100384,2025-10-02,Accessories,Mobile Web,view,,
U100384,2025-10-02,Accessories,Mobile Web,add_to_cart,,
U100384,2025-10-02,Accessories,Mobile Web,checkout,,
U100384,2025-10-02,Accessories,Mobile Web,purchase,1002.48,0.0
U100384,2025-10-20,Accessories,Mobile App,view,,
U100384,2025-11-07,Accessories,Mobile App,view,,
U100384,2025-11-07,Accessories,Mobile App,add_to_cart,,
U100384,2025-10-07,Kids,Mobile App,view,,
U100384,2025-10-19,Accessories,Mobile App,view,,
U100385,2025-12-15,Western Wear,Mobile App,view,,
U100386,2025-07-05,Ethnic Wear,Mobile App,view,,
U100386,2025-07-05,Ethnic Wear,Mobile App,add_to_cart,,
U100386,2025-07-05,Ethnic Wear,Mobile App,checkout,,
U100386,2025-07-05,Ethnic Wear,Mobile App,purchase,565.18,0.0
U100386,2025-12-12,Accessories,Mobile App,view,,
U100386,2025-09-06,Beauty,Mobile App,view,,
U100386,2025-09-06,Beauty,Mobile App,add_to_cart,,
U100386,2025-09-06,Beauty,Mobile App,checkout,,
U100386,2025-09-06,Beauty,Mobile App,purchase,2295.36,0.0
U100386,2025-08-14,Western Wear,Mobile App,view,,
U100386,2025-10-20,Ethnic Wear,Mobile App,view,,
U100386,2025-10-20,Ethnic Wear,Mobile App,add_to_cart,,
U100386,2025-10-20,Ethnic Wear,Mobile App,checkout,,
U100386,2025-10-20,Ethnic Wear,Mobile App,purchase,596.84,0.0
U100387,2025-11-26,Beauty,Mobile App,view,,
U100387,2025-04-13,Kids,Mobile App,view,,
U100387,2025-12-11,Footwear,Mobile Web,view,,
U100388,2025-12-25,Western Wear,Mobile Web,view,,
U100388,2025-12-25,Western Wear,Mobile Web,add_to_cart,,
U100388,2025-12-27,Kids,Desktop,view,,
U100389,2025-12-10,Beauty,Mobile App,view,,
U100389,2025-11-25,Beauty,Mobile App,view,,
U100389,2025-12-19,Footwear,Mobile Web,view,,
U100389,2025-12-13,Footwear,Desktop,view,,
U100389,2025-12-13,Footwear,Desktop,add_to_cart,,
U100389,2025-12-05,Western Wear,Mobile Web,view,,
U100389,2025-11-20,Accessories,Mobile App,view,,
U100390,2025-11-16,Beauty,Mobile App,view,,
U100390,2025-11-08,Ethnic Wear,Mobile App,view,,
U100390,2025-11-08,Ethnic Wear,Mobile App,add_to_cart,,
U100392,2025-12-25,Accessories,Mobile Web,view,,
U100392,2025-12-25,Western Wear,Mobile App,view,,
U100392,2025-12-24,Western Wear,Mobile App,view,,
U100392,2025-12-24,Western Wear,Mobile App,add_to_cart,,
U100392,2025-12-14,Ethnic Wear,Mobile Web,view,,
U100392,2025-12-17,Western Wear,Mobile App,view,,
U100392,2025-12-17,Western Wear,Mobile App,add_to_cart,,
U100392,2025-12-17,Western Wear,Mobile App,checkout,,
U100392,2025-12-17,Western Wear,Mobile App,purchase,2002.05,0.0
U100393,2025-02-26,Western Wear,Mobile Web,view,,
U100394,2025-10-31,Accessories,Mobile App,view,,
U100394,2025-10-31,Accessories,Mobile App,add_to_cart,,
U100394,2025-06-15,Footwear,Mobile App,view,,
U100395,2025-10-10,Western Wear,Mobile App,view,,
U100395,2025-10-20,Beauty,Mobile App,view,,
U100395,2025-07-08,Footwear,Mobile App,view,,
U100395,2025-07-08,Footwear,Mobile App,add_to_cart,,
U100396,2025-12-10,Beauty,Desktop,view,,
U100396,2025-03-13,Kids,Mobile App,view,,
U100396,2025-03-13,Kids,Mobile App,add_to_cart,,
U100396,2025-10-18,Accessories,Desktop,view,,
U100397,2025-12-25,Kids,Mobile App,view,,
U100397,2025-07-10,Western Wear,Mobile App,view,,
U100397,2025-07-10,Western Wear,Mobile App,add_to_cart,,
U100397,2025-10-31,Accessories,Mobile App,view,,
U100398,2025-06-09,Footwear,Mobile App,view,,
U100398,2025-06-09,Footwear,Mobile App,add_to_cart,,
U100398,2025-06-09,Footwear,Mobile App,checkout,,
U100399,2025-09-01,Beauty,Desktop,view,,
U100399,2025-06-27,Footwear,Mobile App,view,,
U100400,2025-12-31,Kids,Mobile Web,view,,
U100400,2025-12-31,Ethnic Wear,Mobile App,view,,
U100400,2025-11-27,Western Wear,Mobile Web,view,,
U100400,2025-12-29,Beauty,Desktop,view,,
U100400,2025-12-29,Western Wear,Mobile App,view,,
U100400,2025-12-29,Western Wear,Mobile App,add_to_cart,,
U100400,2025-12-29,Western Wear,Mobile App,checkout,,
U100400,2025-12-29,Western Wear,Mobile App,purchase,3151.15,0.0
U100401,2025-10-15,Kids,Mobile Web,view,,
U100401,2025-10-15,Kids,Mobile Web,add_to_cart,,
U100401,2025-10-15,Kids,Mobile Web,checkout,,
U100401,2025-05-09,Kids,Mobile App,view,,
U100402,2025-12-29,Accessories,Mobile App,view,,
U100402,2025-12-29,Accessories,Mobile App,add_to_cart,,
U100402,2025-12-29,Accessories,Mobile App,checkout,,
U100403,2025-11-17,Beauty,Mobile Web,view,,
U100403,2025-11-17,Beauty,Mobile Web,add_to_cart,,
U100403,2025-11-17,Beauty,Mobile Web,checkout,,
U100403,2025-11-17,Beauty,Mobile Web,purchase,1506.2,0.0
U100403,2025-11-20,Accessories,Mobile Web,view,,
U100403,2025-11-20,Accessories,Mobile Web,add_to_cart,,
U100403,2025-12-10,Beauty,Mobile App,view,,
U100404,2025-12-16,Kids,Mobile App,view,,
U100404,2025-12-16,Kids,Mobile App,add_to_cart,,
U100404,2025-12-16,Kids,Mobile App,checkout,,
U100404,2025-12-16,Kids,Mobile App,purchase,510.21,0.0
U100404,2025-08-06,Kids,Mobile App,view,,
U100404,2025-09-27,Footwear,Mobile Web,view,,
U100404,2025-09-27,Footwear,Mobile Web,add_to_cart,,
U100404,2025-09-27,Footwear,Mobile Web,checkout,,
U100404,2025-09-27,Footwear,Mobile Web,purchase,1164.93,0.0
U100404,2025-09-14,Ethnic Wear,Desktop,view,,
U100404,2025-09-29,Ethnic Wear,Mobile App,view,,
U100404,2025-09-29,Ethnic Wear,Mobile App,add_to_cart,,
U100404,2025-09-29,Ethnic Wear,Mobile App,checkout,,
U100404,2025-09-29,Ethnic Wear,Mobile App,purchase,2271.8,0.0
U100405,2025-06-19,Kids,Mobile App,view,,
U100405,2025-07-01,Footwear,Mobile App,view,,
U100405,2025-07-01,Footwear,Mobile App,add_to_cart,,
U100405,2025-07-01,Footwear,Mobile App,checkout,,
U100405,2025-06-29,Accessories,Mobile App,view,,
U100405,2025-06-20,Western Wear,Mobile Web,view,,
U100406,2025-11-24,Footwear,Mobile Web,view,,
U100406,2025-12-21,Footwear,Mobile Web,view,,
U100406,2025-11-24,Ethnic Wear,Desktop,view,,
U100407,2025-11-10,Ethnic Wear,Mobile App,view,,
U100407,2025-11-19,Accessories,Desktop,view,,
U100408,2025-04-15,Accessories,Mobile App,view,,
U100408,2025-04-15,Accessories,Mobile App,add_to_cart,,
U100408,2025-04-15,Western Wear,Mobile Web,view,,
U100408,2025-08-09,Kids,Desktop,view,,
U100408,2025-08-09,Kids,Desktop,add_to_cart,,
U100408,2025-08-09,Kids,Desktop,checkout,,
U100408,2025-08-09,Kids,Desktop,purchase,1618.79,0.0
U100408,2025-05-08,Kids,Mobile Web,view,,
U100408,2025-05-22,Western Wear,Mobile App,view,,
U100408,2025-05-22,Western Wear,Mobile App,add_to_cart,,
U100408,2025-05-09,Footwear,Mobile App,view,,
U100409,2025-07-02,Beauty,Mobile App,view,,
U100409,2025-09-09,Western Wear,Mobile App,view,,
U100409,2025-08-28,Beauty,Mobile App,view,,
U100409,2025-07-07,Ethnic Wear,Mobile App,view,,
U100409,2025-07-07,Ethnic Wear,Mobile App,add_to_cart,,
U100410,2025-11-17,Western Wear,Mobile App,view,,
U100410,2025-11-17,Western Wear,Mobile App,add_to_cart,,
U100410,2025-11-17,Western Wear,Mobile App,checkout,,
U100410,2025-11-17,Western Wear,Mobile App,purchase,827.8,0.0
U100410,2025-11-09,Western Wear,Mobile Web,view,,
U100410,2025-11-27,Beauty,Mobile App,view,,
