user_id,signup_date,region,device_pref,acquisition_channel,signup_month
U101703,2025-08-15,North,Mobile App,Influencer,2025-08
U101704,2025-01-07,South,Mobile App,Email/Push,2025-01
U101705,2025-01-29,North,Desktop,Paid Social,2025-01
U101706,2025-02-02,East,Mobile App,Organic Search,2025-02
U101707,2025-05-14,East,Mobile Web,Influencer,2025-05
U101708,2025-03-20,South,Mobile Web,Paid Social,2025-03
U101709,2025-02-27,East,Desktop,Referral,2025-02
U101710,2025-01-26,West,Mobile Web,Email/Push,2025-01
U101711,2025-08-14,South,Mobile App,Referral,2025-08
U101712,2025-10-12,East,Desktop,Paid Social,2025-10
U101713,2025-01-04,South,Mobile Web,Influencer,2025-01
U101714,2025-04-09,West,Mobile Web,Email/Push,2025-04
U101715,2025-02-08,North,Mobile App,Referral,2025-02
U101716,2025-09-28,South,Mobile App,Organic Search,2025-09
U101717,2025-10-12,East,Mobile Web,Email/Push,2025-10
U101718,2025-06-06,North,Mobile App,Email/Push,2025-06
U101719,2025-03-16,North,Mobile App,Email/Push,2025-03
U101720,2025-10-15,South,Mobile App,Organic Search,2025-10
U101721,2025-05-10,South,Mobile App,Influencer,2025-05
U101722,2025-06-24,East,Mobile App,Referral,2025-06
U101723,2025-03-25,West,Mobile App,Paid Social,2025-03
U101724,2025-01-22,North,Mobile App,Organic Search,2025-01
U101725,2025-01-27,North,Mobile Web,Referral,2025-01
U101726,2025-07-14,East,Mobile App,Influencer,2025-07
U101727,2025-12-03,South,Mobile App,Influencer,2025-12
U101728,2025-08-24,East,Mobile App,Paid Social,2025-08
U101729,2025-04-02,North,Mobile App,Organic Search,2025-04
U101730,2025-01-21,South,Mobile Web,Organic Search,2025-01
U101731,2025-10-30,South,Mobile Web,Influencer,2025-10
U101732,2025-12-23,South,Mobile App,Paid Social,2025-12
U101733,2025-03-25,South,Mobile App,Referral,2025-03
U101734,2025-09-19,South,Desktop,Organic Search,2025-09
U101735,2025-05-27,South,Mobile App,Email/Push,2025-05
U101736,2025-09-14,North,Mobile App,Organic Search,2025-09
U101737,2025-02-27,North,Mobile App,Referral,2025-02
U101738,2025-01-15,South,Mobile App,Email/Push,2025-01
U101739,2025-06-11,South,Mobile App,Referral,2025-06
U101740,2025-06-12,South,Mobile App,Paid Social,2025-06
U101741,2025-11-16,South,Mobile App,Paid Social,2025-11
U101742,2025-10-08,East,Mobile App,Influencer,2025-10
U101743,2025-10-07,West,Mobile App,Paid Social,2025-10
U101744,2025-01-12,South,Mobile App,Referral,2025-01
U101745,2025-10-01,North,Mobile App,Referral,2025-10
U101746,2025-09-28,North,Mobile App,Email/Push,2025-09
U101747,2025-07-27,East,Mobile App,Organic Search,2025-07
U101748,2025-01-27,South,Mobile Web,Referral,2025-01
U101749,2025-03-13,North,Mobile Web,Paid Social,2025-03
U101750,2025-03-01,East,Mobile App,Organic Search,2025-03
U101751,2025-05-25,North,Mobile App,Paid Social,2025-05
U101752,2025-04-03,South,Mobile App,Influencer,2025-04
U101753,2025-11-05,South,Mobile App,Influencer,2025-11
U101754,2025-01-08,East,Mobile App,Paid Social,2025-01
U101755,2025-03-20,North,Mobile Web,Paid Social,2025-03
U101756,2025-01-27,West,Desktop,Referral,2025-01
U101757,2025-06-23,East,Mobile App,Referral,2025-06
U101758,2025-02-19,North,Mobile App,Referral,2025-02
U101759,2025-07-18,North,Desktop,Email/Push,2025-07
U101760,2025-12-15,South,Mobile App,Influencer,2025-12
U101761,2025-06-30,West,Desktop,Organic Search,2025-06
U101762,2025-01-24,West,Mobile App,Paid Social,2025-01
U101763,2025-11-12,South,Mobile App,Organic Search,2025-11
U101764,2025-02-15,West,Mobile App,Influencer,2025-02
U101765,2025-01-15,North,Desktop,Organic Search,2025-01
U101766,2025-06-02,North,Desktop,Referral,2025-06
U101767,2025-08-10,West,Mobile App,Paid Social,2025-08
U101768,2025-07-25,East,Mobile Web,Email/Push,2025-07
U101769,2025-09-30,South,Mobile App,Influencer,2025-09
U101770,2025-08-24,East,Mobile Web,Organic Search,2025-08
U101771,2025-12-06,West,Mobile Web,Organic Search,2025-12
U101772,2025-08-16,East,Mobile App,Paid Social,2025-08
U101773,2025-01-09,West,Mobile App,Influencer,2025-01
U101774,2025-06-15,East,Desktop,Influencer,2025-06
U101775,2025-11-15,North,Desktop,Referral,2025-11
U101776,2025-08-02,West,Mobile App,Paid Social,2025-08
U101777,2025-04-27,North,Mobile App,Paid Social,2025-04
U101778,2025-12-10,West,Desktop,Organic Search,2025-12
U101779,2025-03-13,South,Mobile App,Paid Social,2025-03
U101780,2025-03-05,East,Mobile App,Organic Search,2025-03
U101781,2025-07-24,South,Mobile App,Paid Social,2025-07
U101782,2025-07-28,North,Desktop,Organic Search,2025-07
U101783,2025-03-13,South,Mobile App,Referral,2025-03
U101784,2025-10-04,West,Mobile App,Influencer,2025-10
U101785,2025-10-01,West,Mobile App,Organic Search,2025-10
U101786,2025-11-16,South,Desktop,Referral,2025-11
U101787,2025-12-04,West,Mobile Web,Paid Social,2025-12
U101788,2025-04-05,West,Mobile Web,Organic Search,2025-04
U101789,2025-06-15,East,Mobile App,Email/Push,2025-06
U101790,2025-02-01,North,Desktop,Paid Social,2025-02
U101791,2025-01-11,West,Mobile Web,Paid Social,2025-01
U101792,2025-10-28,South,Mobile Web,Paid Social,2025-10
U101793,2025-08-05,West,Desktop,Organic Search,2025-08
U101794,2025-10-16,West,Mobile App,Referral,2025-10
U101795,2025-04-12,West,Mobile App,Paid Social,2025-04
U101796,2025-09-24,East,Desktop,Paid Social,2025-09
U101797,2025-08-02,South,Mobile Web,Influencer,2025-08
U101798,2025-06-28,South,Mobile App,Organic Search,2025-06
U101799,2025-03-29,South,Mobile App,Organic Search,2025-03
U101800,2025-02-10,North,Mobile Web,Email/Push,2025-02
U101801,2025-03-17,South,Mobile App,Paid Social,2025-03
U101802,2025-02-15,East,Mobile App,Influencer,2025-02
U101803,2025-06-09,West,Desktop,Email/Push,2025-06
U101804,2025-03-21,North,Mobile App,Paid Social,2025-03
U101805,2025-11-06,South,Mobile App,Organic Search,2025-11
U101806,2025-03-27,North,Mobile Web,Organic Search,2025-03
U101807,2025-04-02,North,Mobile App,Influencer,2025-04
U101808,2025-05-28,North,Mobile App,Paid Social,2025-05
U101809,2025-06-10,East,Mobile App,Influencer,2025-06
U101810,2025-07-21,North,Mobile App,Email/Push,2025-07
U101811,2025-08-30,East,Mobile App,Influencer,2025-08
U101812,2025-12-19,North,Mobile App,Influencer,2025-12
U101813,2025-01-02,West,Mobile App,Referral,2025-01
U101814,2025-08-13,West,Mobile App,Influencer,2025-08
U101815,2025-10-16,West,Mobile App,Paid Social,2025-10
U101816,2025-08-21,West,Desktop,Referral,2025-08
U101817,2025-03-18,West,Mobile App,Referral,2025-03
U101818,2025-04-26,West,Mobile Web,Organic Search,2025-04
U101819,2025-06-03,East,Mobile App,Paid Social,2025-06
U101820,2025-04-13,North,Mobile Web,Referral,2025-04
U101821,2025-07-13,North,Mobile Web,Paid Social,2025-07
U101822,2025-06-15,North,Mobile App,Organic Search,2025-06
U101823,2025-12-25,East,Mobile App,Organic Search,2025-12
U101824,2025-03-31,South,Mobile App,Email/Push,2025-03
U101825,2025-06-23,West,Mobile Web,Paid Social,2025-06
U101826,2025-05-02,West,Mobile App,Influencer,2025-05
U101827,2025-05-23,South,Desktop,Paid Social,2025-05
U101828,2025-04-16,South,Mobile App,Organic Search,2025-04
U101829,2025-11-01,West,Mobile App,Organic Search,2025-11
U101830,2025-12-26,North,Mobile App,Referral,2025-12
U101831,2025-11-13,West,Desktop,Influencer,2025-11
U101832,2025-05-03,North,Mobile App,Influencer,2025-05
U101833,2025-01-09,East,Mobile Web,Influencer,2025-01
U101834,2025-09-19,North,Mobile App,Organic Search,2025-09
U101835,2025-03-14,West,Mobile App,Referral,2025-03
U101836,2025-12-25,South,Mobile Web,Organic Search,2025-12
U101837,2025-08-11,North,Desktop,Paid Social,2025-08
U101838,2025-02-10,North,Mobile App,Influencer,2025-02
U101839,2025-07-23,South,Mobile App,Influencer,2025-07
U101840,2025-09-21,West,Mobile Web,Paid Social,2025-09
U101841,2025-11-24,East,Mobile App,Influencer,2025-11
U101842,2025-06-27,South,Mobile Web,Referral,2025-06
U101843,2025-12-14,South,Mobile App,Organic Search,2025-12
U101844,2025-11-14,South,Mobile App,Paid Social,2025-11
U101845,2025-03-25,East,Mobile Web,Email/Push,2025-03
U101846,2025-11-14,West,Mobile App,Referral,2025-11
U101847,2025-04-21,South,Desktop,Organic Search,2025-04
U101848,2025-09-08,East,Mobile Web,Referral,2025-09
U101849,2025-01-07,East,Mobile Web,Organic Search,2025-01
U101850,2025-03-25,West,Mobile App,Organic Search,2025-03
U101851,2025-07-27,West,Desktop,Referral,2025-07
U101852,2025-11-10,West,Mobile Web,Organic Search,2025-11
U101853,2025-01-22,East,Mobile App,Referral,2025-01
U101854,2025-01-03,North,Mobile App,Influencer,2025-01
U101855,2025-05-07,West,Mobile App,Email/Push,2025-05
U101856,2025-10-24,South,Desktop,Referral,2025-10
U101857,2025-07-07,North,Desktop,Email/Push,2025-07
U101858,2025-12-28,South,Desktop,Influencer,2025-12
U101859,2025-01-14,West,Mobile Web,Paid Social,2025-01
U101860,2025-01-12,North,Mobile App,Email/Push,2025-01
U101861,2025-03-28,South,Mobile App,Paid Social,2025-03
U101862,2025-01-12,South,Mobile App,Paid Social,2025-01
U101863,2025-01-25,North,Mobile App,Referral,2025-01
U101864,2025-10-28,North,Mobile App,Organic Search,2025-10
U101865,2025-08-31,West,Desktop,Organic Search,2025-08
U101866,2025-05-02,West,Desktop,Influencer,2025-05
U101867,2025-05-27,South,Mobile App,Paid Social,2025-05
U101868,2025-02-24,West,Mobile Web,Email/Push,2025-02
U101869,2025-08-26,East,Mobile App,Organic Search,2025-08
U101870,2025-12-22,South,Mobile App,Email/Push,2025-12
U101871,2025-06-22,East,Mobile Web,Organic Search,2025-06
U101872,2025-08-09,West,Mobile App,Organic Search,2025-08
U101873,2025-04-29,South,Desktop,Organic Search,2025-04
U101874,2025-11-05,North,Mobile Web,Referral,2025-11
U101875,2025-07-02,West,Mobile Web,Paid Social,2025-07
U101876,2025-10-15,East,Mobile App,Organic Search,2025-10
U101877,2025-11-03,North,Mobile App,Paid Social,2025-11
U101878,2025-10-27,South,Mobile App,Organic Search,2025-10
U101879,2025-03-23,South,Mobile Web,Email/Push,2025-03
U101880,2025-07-30,West,Desktop,Paid Social,2025-07
U101881,2025-05-30,South,Mobile App,Referral,2025-05
U101882,2025-02-06,North,Mobile Web,Influencer,2025-02
U101883,2025-12-18,East,Mobile App,Paid Social,2025-12
U101884,2025-11-08,South,Mobile App,Paid Social,2025-11
U101885,2025-12-27,North,Mobile Web,Paid Social,2025-12
U101886,2025-02-28,South,Mobile Web,Paid Social,2025-02
U101887,2025-05-11,West,Mobile App,Paid Social,2025-05
U101888,2025-07-21,North,Mobile App,Organic Search,2025-07
U101889,2025-08-31,East,Mobile App,Organic Search,2025-08
U101890,2025-02-04,South,Mobile App,Influencer,2025-02
U101891,2025-04-03,South,Desktop,Influencer,2025-04
U101892,2025-07-26,South,Mobile App,Influencer,2025-07
U101893,2025-12-19,South,Mobile App,Organic Search,2025-12
U101894,2025-11-28,West,Mobile App,Paid Social,2025-11
U101895,2025-11-01,North,Desktop,Organic Search,2025-11
U101896,2025-12-16,East,Mobile Web,Paid Social,2025-12
U101897,2025-08-01,North,Mobile Web,Organic Search,2025-08
U101898,2025-06-08,West,Mobile App,Email/Push,2025-06
U101899,2025-01-24,East,Desktop,Paid Social,2025-01
U101900,2025-10-20,East,Mobile App,Organic Search,2025-10
U101901,2025-01-04,South,Mobile Web,Referral,2025-01
U101902,2025-08-08,South,Desktop,Influencer,2025-08
U101903,2025-12-30,North,Mobile App,Paid Social,2025-12
U101904,2025-01-20,West,Mobile App,Paid Social,2025-01
U101905,2025-06-01,South,Mobile App,Influencer,2025-06
U101906,2025-02-19,East,Mobile App,Paid Social,2025-02
U101907,2025-06-26,East,Mobile App,Organic Search,2025-06
U101908,2025-04-06,South,Desktop,Influencer,2025-04
U101909,2025-04-15,East,Mobile App,Email/Push,2025-04
U101910,2025-09-07,East,Mobile Web,Paid Social,2025-09
U101911,2025-04-27,East,Desktop,Organic Search,2025-04
U101912,2025-12-20,South,Desktop,Paid Social,2025-12
U101913,2025-08-16,South,Mobile App,Organic Search,2025-08
U101914,2025-03-07,North,Mobile App,Referral,2025-03
U101915,2025-12-01,West,Mobile App,Email/Push,2025-12
U101916,2025-09-19,East,Mobile App,Organic Search,2025-09
U101917,2025-10-22,South,Mobile App,Organic Search,2025-10
U101918,2025-08-31,West,Mobile App,Organic Search,2025-08
U101919,2025-07-05,North,Mobile App,Paid Social,2025-07
U101920,2025-09-03,West,Mobile App,Paid Social,2025-09
U101921,2025-05-05,West,Mobile App,Paid Social,2025-05
U101922,2025-09-25,West,Mobile App,Influencer,2025-09
U101923,2025-05-11,West,Mobile App,Organic Search,2025-05
U101924,2025-08-25,South,Mobile App,Paid Social,2025-08
U101925,2025-01-18,North,Mobile App,Organic Search,2025-01
U101926,2025-02-09,East,Mobile Web,Paid Social,2025-02
U101927,2025-01-21,South,Mobile App,Paid Social,2025-01
U101928,2025-08-13,North,Mobile Web,Influencer,2025-08
U101929,2025-12-21,West,Mobile App,Email/Push,2025-12
U101930,2025-10-09,South,Mobile App,Paid Social,2025-10
U101931,2025-01-08,West,Mobile App,Influencer,2025-01
U101932,2025-04-10,West,Mobile App,Organic Search,2025-04
U101933,2025-08-28,West,Mobile Web,Organic Search,2025-08
U101934,2025-03-28,East,Mobile App,Referral,2025-03
U101935,2025-10-25,West,Mobile Web,Paid Social,2025-10
U101936,2025-01-14,West,Mobile App,Paid Social,2025-01
U101937,2025-11-30,East,Desktop,Paid Social,2025-11
U101938,2025-01-02,South,Mobile Web,Paid Social,2025-01
U101939,2025-10-20,West,Mobile Web,Paid Social,2025-10
U101940,2025-11-21,West,Mobile App,Paid Social,2025-11
U101941,2025-02-10,South,Desktop,Organic Search,2025-02
U101942,2025-11-14,North,Desktop,Referral,2025-11
U101943,2025-11-12,East,Mobile App,Paid Social,2025-11
U101944,2025-04-21,North,Mobile App,Paid Social,2025-04
U101945,2025-01-14,West,Mobile App,Paid Social,2025-01
U101946,2025-08-19,West,Mobile App,Influencer,2025-08
U101947,2025-03-25,North,Mobile App,Paid Social,2025-03
U101948,2025-05-10,East,Mobile App,Influencer,2025-05
U101949,2025-08-19,North,Desktop,Organic Search,2025-08
U101950,2025-11-22,East,Mobile App,Email/Push,2025-11
U101951,2025-05-25,South,Mobile Web,Organic Search,2025-05
U101952,2025-12-11,East,Mobile App,Paid Social,2025-12
U101953,2025-01-28,South,Mobile Web,Organic Search,2025-01
U101954,2025-03-07,North,Mobile App,Organic Search,2025-03
U101955,2025-06-12,South,Mobile Web,Referral,2025-06
U101956,2025-08-17,North,Mobile App,Organic Search,2025-08
U101957,2025-09-18,South,Mobile App,Paid Social,2025-09
U101958,2025-06-13,North,Desktop,Referral,2025-06
U101959,2025-10-28,South,Mobile App,Email/Push,2025-10
U101960,2025-10-30,West,Mobile App,Email/Push,2025-10
U101961,2025-10-14,West,Mobile App,Organic Search,2025-10
U101962,2025-01-10,West,Desktop,Paid Social,2025-01
U101963,2025-07-14,West,Mobile App,Paid Social,2025-07
U101964,2025-04-28,North,Mobile Web,Influencer,2025-04
U101965,2025-09-27,North,Mobile App,Influencer,2025-09
U101966,2025-03-21,South,Mobile App,Email/Push,2025-03
U101967,2025-04-03,West,Desktop,Organic Search,2025-04
U101968,2025-09-23,West,Mobile App,Influencer,2025-09
U101969,2025-11-28,North,Mobile Web,Influencer,2025-11
U101970,2025-12-16,South,Mobile App,Organic Search,2025-12
U101971,2025-12-27,North,Mobile App,Influencer,2025-12
U101972,2025-09-14,East,Mobile App,Paid Social,2025-09
U101973,2025-05-13,East,Mobile App,Referral,2025-05
U101974,2025-10-03,North,Mobile App,Email/Push,2025-10
U101975,2025-09-21,South,Mobile Web,Paid Social,2025-09
U101976,2025-06-20,East,Mobile App,Referral,2025-06
U101977,2025-01-01,East,Mobile App,Paid Social,2025-01
U101978,2025-11-09,North,Mobile App,Influencer,2025-11
U101979,2025-03-05,West,Mobile Web,Referral,2025-03
U101980,2025-10-11,South,Mobile Web,Email/Push,2025-10
U101981,2025-05-01,West,Mobile App,Referral,2025-05
U101982,2025-04-17,West,Mobile App,Organic Search,2025-04
U101983,2025-06-24,North,Mobile App,Paid Social,2025-06
U101984,2025-07-23,North,Desktop,Influencer,2025-07
U101985,2025-06-14,East,Mobile Web,Organic Search,2025-06
U101986,2025-11-01,North,Mobile App,Referral,2025-11
U101987,2025-04-30,West,Mobile App,Paid Social,2025-04
U101988,2025-02-13,East,Mobile App,Influencer,2025-02
U101989,2025-11-08,West,Mobile App,Organic Search,2025-11
U101990,2025-06-05,South,Mobile Web,Influencer,2025-06
U101991,2025-07-26,South,Mobile App,Referral,2025-07
U101992,2025-04-18,East,Desktop,Paid Social,2025-04
U101993,2025-09-08,North,Mobile App,Organic Search,2025-09
U101994,2025-11-30,East,Mobile App,Influencer,2025-11
U101995,2025-05-10,West,Mobile Web,Influencer,2025-05
U101996,2025-10-20,South,Mobile App,Organic Search,2025-10
U101997,2025-01-20,East,Desktop,Email/Push,2025-01
U101998,2025-10-09,North,Mobile App,Paid Social,2025-10
U101999,2025-10-12,South,Mobile App,Organic Search,2025-10
U102000,2025-01-01,West,Mobile Web,Referral,2025-01
U102001,2025-04-29,West,Mobile App,Paid Social,2025-04
U102002,2025-02-04,South,Mobile App,Organic Search,2025-02
U102003,2025-07-17,West,Desktop,Referral,2025-07
U102004,2025-09-02,South,Mobile App,Referral,2025-09
U102005,2025-02-28,South,Mobile App,Paid Social,2025-02
U102006,2025-11-21,North,Desktop,Referral,2025-11
U102007,2025-06-10,West,Mobile App,Organic Search,2025-06
U102008,2025-06-28,North,Mobile App,Organic Search,2025-06
U102009,2025-07-25,South,Mobile App,Influencer,2025-07
U102010,2025-01-12,South,Mobile App,Paid Social,2025-01
U102011,2025-10-03,East,Desktop,Referral,2025-10
U102012,2025-06-30,South,Mobile App,Influencer,2025-06
U102013,2025-08-30,North,Mobile App,Referral,2025-08
U102014,2025-08-04,North,Mobile App,Organic Search,2025-08
U102015,2025-09-08,East,Mobile App,Organic Search,2025-09
U102016,2025-10-26,East,Mobile App,Organic Search,2025-10
U102017,2025-05-06,South,Mobile App,Referral,2025-05
U102018,2025-08-05,East,Mobile Web,Organic Search,2025-08
U102019,2025-11-02,North,Mobile App,Paid Social,2025-11
U102020,2025-10-12,West,Mobile Web,Referral,2025-10
U102021,2025-07-04,South,Mobile App,Influencer,2025-07
U102022,2025-02-08,North,Mobile App,Paid Social,2025-02
U102023,2025-08-11,South,Mobile App,Email/Push,2025-08
U102024,2025-07-03,West,Mobile App,Paid Social,2025-07
U102025,2025-06-27,West,Mobile App,Organic Search,2025-06
U102026,2025-10-21,North,Mobile App,Organic Search,2025-10
U102027,2025-12-06,East,Mobile App,Paid Social,2025-12
U102028,2025-05-31,North,Mobile Web,Influencer,2025-05
U102029,2025-05-06,North,Mobile App,Organic Search,2025-05
U102030,2025-10-28,South,Desktop,Paid Social,2025-10
U102031,2025-11-04,East,Mobile App,Referral,2025-11
U102032,2025-12-02,West,Desktop,Referral,2025-12
U102033,2025-08-22,South,Mobile App,Email/Push,2025-08
U102034,2025-01-08,North,Desktop,Organic Search,2025-01
U102035,2025-12-07,South,Mobile App,Paid Social,2025-12
U102036,2025-05-09,North,Mobile App,Paid Social,2025-05
U102037,2025-09-21,North,Desktop,Referral,2025-09
U102038,2025-06-06,South,Mobile App,Organic Search,2025-06
U102039,2025-12-18,South,Mobile App,Email/Push,2025-12
U102040,2025-12-24,North,Mobile Web,Referral,2025-12
U102041,2025-01-05,South,Mobile App,Email/Push,2025-01
U102042,2025-03-27,North,Mobile App,Email/Push,2025-03
U102043,2025-06-24,North,Mobile App,Organic Search,2025-06
U102044,2025-10-17,East,Mobile Web,Paid Social,2025-10
U102045,2025-07-12,North,Mobile App,Paid Social,2025-07
U102046,2025-11-07,East,Desktop,Paid Social,2025-11
U102047,2025-04-29,North,Mobile Web,Organic Search,2025-04
U102048,2025-08-06,South,Mobile Web,Paid Social,2025-08
U102049,2025-04-24,North,Mobile App,Paid Social,2025-04
U102050,2025-05-25,North,Desktop,Paid Social,2025-05
U102051,2025-01-26,South,Mobile App,Paid Social,2025-01
U102052,2025-05-16,West,Desktop,Organic Search,2025-05
U102053,2025-10-30,North,Mobile App,Paid Social,2025-10
U102054,2025-08-20,South,Mobile Web,Organic Search,2025-08
U102055,2025-03-17,East,Mobile App,Paid Social,2025-03
U102056,2025-11-24,South,Mobile App,Influencer,2025-11
U102057,2025-12-11,West,Mobile App,Paid Social,2025-12
U102058,2025-10-29,North,Mobile App,Influencer,2025-10
U102059,2025-10-16,West,Mobile App,Organic Search,2025-10
U102060,2025-01-01,South,Mobile App,Organic Search,2025-01
U102061,2025-05-27,South,Mobile App,Organic Search,2025-05
U102062,2025-10-14,West,Mobile App,Organic Search,2025-10
U102063,2025-05-22,South,Mobile App,Paid Social,2025-05
U102064,2025-02-22,South,Mobile App,Influencer,2025-02
U102065,2025-10-31,East,Mobile Web,Email/Push,2025-10
U102066,2025-03-10,South,Desktop,Email/Push,2025-03
U102067,2025-12-27,North,Mobile App,Referral,2025-12
U102068,2025-03-31,East,Mobile App,Organic Search,2025-03
U102069,2025-08-08,North,Mobile App,Organic Search,2025-08
U102070,2025-07-11,West,Mobile Web,Referral,2025-07
U102071,2025-03-04,West,Mobile Web,Influencer,2025-03
U102072,2025-03-14,South,Mobile App,Organic Search,2025-03
U102073,2025-06-10,South,Mobile App,Influencer,2025-06
U102074,2025-06-18,North,Mobile Web,Paid Social,2025-06
U102075,2025-03-30,North,Mobile App,Organic Search,2025-03
U102076,2025-06-25,West,Mobile App,Email/Push,2025-06
U102077,2025-09-26,North,Mobile App,Email/Push,2025-09
U102078,2025-03-14,South,Mobile App,Referral,2025-03
U102079,2025-09-02,West,Mobile App,Paid Social,2025-09
U102080,2025-03-18,West,Mobile Web,Paid Social,2025-03
U102081,2025-06-08,South,Desktop,Paid Social,2025-06
U102082,2025-11-20,South,Mobile App,Referral,2025-11
U102083,2025-04-08,East,Desktop,Organic Search,2025-04
U102084,2025-04-12,West,Mobile Web,Organic Search,2025-04
U102085,2025-05-12,East,Mobile App,Organic Search,2025-05
U102086,2025-04-12,South,Desktop,Organic Search,2025-04
U102087,2025-01-19,North,Mobile Web,Organic Search,2025-01
U102088,2025-03-23,North,Mobile App,Influencer,2025-03
U102089,2025-10-06,South,Desktop,Paid Social,2025-10
U102090,2025-12-05,West,Mobile Web,Influencer,2025-12
U102091,2025-11-27,West,Mobile Web,Organic Search,2025-11
U102092,2025-05-09,West,Desktop,Referral,2025-05
U102093,2025-12-10,South,Mobile App,Email/Push,2025-12
U102094,2025-11-06,West,Mobile Web,Paid Social,2025-11
U102095,2025-03-30,West,Mobile Web,Paid Social,2025-03
U102096,2025-08-01,East,Mobile App,Paid Social,2025-08
U102097,2025-05-23,South,Mobile App,Paid Social,2025-05
U102098,2025-03-06,South,Mobile Web,Referral,2025-03
U102099,2025-03-17,West,Mobile App,Paid Social,2025-03
U102100,2025-07-18,South,Mobile Web,Paid Social,2025-07
U102101,2025-05-23,West,Desktop,Referral,2025-05
U102102,2025-11-12,North,Mobile App,Organic Search,2025-11
U102103,2025-04-03,East,Mobile App,Organic Search,2025-04
U102104,2025-11-01,East,Mobile App,Organic Search,2025-11
U102105,2025-08-12,East,Mobile App,Referral,2025-08
U102106,2025-10-18,South,Desktop,Paid Social,2025-10
U102107,2025-04-12,West,Mobile App,Organic Search,2025-04
U102108,2025-09-24,East,Mobile App,Influencer,2025-09
U102109,2025-12-21,South,Mobile Web,Organic Search,2025-12
U102110,2025-04-20,East,Mobile Web,Influencer,2025-04
U102111,2025-11-26,South,Mobile App,Influencer,2025-11
U102112,2025-09-22,South,Mobile Web,Influencer,2025-09
U102113,2025-01-03,South,Mobile App,Referral,2025-01
U102114,2025-03-26,West,Mobile Web,Referral,2025-03
U102115,2025-10-09,South,Mobile App,Influencer,2025-10
U102116,2025-11-24,East,Mobile App,Referral,2025-11
U102117,2025-10-31,South,Desktop,Organic Search,2025-10
U102118,2025-04-27,North,Mobile App,Paid Social,2025-04
U102119,2025-08-09,West,Mobile App,Paid Social,2025-08
U102120,2025-06-03,East,Desktop,Paid Social,2025-06
U102121,2025-06-02,West,Mobile Web,Organic Search,2025-06
U102122,2025-01-12,North,Mobile App,Organic Search,2025-01
U102123,2025-05-13,North,Mobile App,Email/Push,2025-05
U102124,2025-10-31,West,Desktop,Email/Push,2025-10
U102125,2025-10-20,East,Mobile Web,Influencer,2025-10
U102126,2025-10-27,North,Mobile App,Email/Push,2025-10
U102127,2025-08-16,North,Mobile Web,Email/Push,2025-08
U102128,2025-09-28,West,Mobile App,Influencer,2025-09
U102129,2025-02-12,South,Mobile Web,Paid Social,2025-02
U102130,2025-12-09,East,Mobile App,Organic Search,2025-12
U102131,2025-11-22,South,Mobile Web,Organic Search,2025-11
U102132,2025-10-29,South,Mobile App,Paid Social,2025-10
U102133,2025-12-30,West,Mobile Web,Influencer,2025-12
U102134,2025-01-21,North,Desktop,Paid Social,2025-01
U102135,2025-04-17,South,Mobile App,Organic Search,2025-04
U102136,2025-12-02,West,Mobile App,Paid Social,2025-12
U102137,2025-10-30,North,Mobile App,Organic Search,2025-10
U102138,2025-04-27,South,Mobile Web,Organic Search,2025-04
U102139,2025-05-04,East,Mobile App,Referral,2025-05
U102140,2025-10-08,South,Mobile Web,Paid Social,2025-10
U102141,2025-10-19,South,Desktop,Organic Search,2025-10
U102142,2025-07-22,South,Mobile Web,Referral,2025-07
U102143,2025-02-20,South,Mobile Web,Influencer,2025-02
U102144,2025-09-28,East,Mobile App,Paid Social,2025-09
U102145,2025-11-20,East,Desktop,Paid Social,2025-11
U102146,2025-10-04,North,Mobile App,Paid Social,2025-10
U102147,2025-05-21,East,Mobile App,Influencer,2025-05
U102148,2025-10-02,West,Mobile App,Organic Search,2025-10
U102149,2025-10-17,South,Mobile Web,Paid Social,2025-10
U102150,2025-11-30,East,Desktop,Paid Social,2025-11
U102151,2025-02-21,South,Mobile App,Influencer,2025-02
U102152,2025-01-27,West,Mobile Web,Organic Search,2025-01
U102153,2025-06-06,West,Mobile Web,Organic Search,2025-06
U102154,2025-08-27,North,Mobile App,Referral,2025-08
U102155,2025-06-05,South,Mobile Web,Paid Social,2025-06
U102156,2025-10-18,South,Mobile App,Paid Social,2025-10
U102157,2025-05-16,South,Mobile App,Organic Search,2025-05
U102158,2025-05-24,North,Desktop,Paid Social,2025-05
U102159,2025-04-16,West,Mobile App,Influencer,2025-04
U102160,2025-06-07,North,Mobile App,Organic Search,2025-06
U102161,2025-05-26,South,Mobile Web,Referral,2025-05
U102162,2025-01-02,East,Desktop,Paid Social,2025-01
U102163,2025-03-18,North,Mobile Web,Paid Social,2025-03
U102164,2025-05-12,West,Mobile App,Paid Social,2025-05
U102165,2025-03-31,West,Mobile App,Referral,2025-03
U102166,2025-12-11,South,Mobile Web,Organic Search,2025-12
U102167,2025-12-16,South,Mobile App,Organic Search,2025-12
U102168,2025-09-20,North,Mobile App,Referral,2025-09
U102169,2025-12-17,East,Mobile App,Email/Push,2025-12
U102170,2025-04-18,North,Mobile App,Paid Social,2025-04
U102171,2025-03-15,East,Mobile App,Paid Social,2025-03
U102172,2025-02-08,West,Mobile App,Paid Social,2025-02
U102173,2025-06-08,North,Mobile App,Referral,2025-06
U102174,2025-03-12,West,Mobile App,Paid Social,2025-03
